"anchor_ratio","trans_range","node_density","iterations","ale",""
29.969215256066,14.9469372219413,100.452125390097,80.1907389461252,1.06667939009447,0.128558608505847
15.004764423173,14.989612295979,301.01984885029,49.9634177021579,0.593753768444793,0.0897567017815678
29.9498207410683,15.0116141190257,200.301613588343,70.3595963727385,0.619183733755321,0.160203322625021
14.9657846713729,19.9629823141571,99.9009434722628,29.4451550676547,1.36394656953305,0.385751242459097
14.9740622876047,20.01636833997,201.151200623411,40.0771922423941,0.75046556850959,0.114252809952362
29.9597924121681,15.0206858750342,100.949818963812,20.343160992266,1.72124038580751,0.255329101277688
14.9005034780766,14.9730632481817,99.2998273932255,59.766618710552,1.35560634559994,0.607152140409887
30.0006288555521,15.0191073992278,100.210748586551,89.7595408197734,1.07095332352406,0.443828161730272
20.0205066985942,20.0050331918048,100.708316720225,49.7736597265578,1.092233480383,0.393647839632929
14.9176932246328,15.01160160605,99.2173153770902,69.9074456472297,0.913595717027118,0.495490926970082
17.9549648952276,22.9524566514141,100.699852453823,17.9497345424005,1.43433585279822,0.300144529004474
30.1537357980232,15.0428579910809,300.997919626883,29.4267198540705,0.449821150888194,0.0697731536046699
30.0213970771268,20.0552473655685,99.7868847115586,40.0429465486541,0.997242594339714,0.190143968929699
29.9622708344249,15.0301032000748,99.3291149122234,100.044679753757,0.90096781251669,0.397673664019124
19.8725184064287,20.0318013560293,198.851090050589,39.9451717786673,0.582109837536316,0.113030862842986
26.9658310917585,12.0008910364458,299.025711115092,34.1137482346619,0.527204376543719,0.0938080496602451
14.9214057674804,15.0001229569217,98.9053821044353,49.9892864709753,0.930542165506849,0.598262752885162
9.93779456632998,25.0310918173358,200.344904256847,15.0544266412714,1.43778375918446,0.2344878385959
17.9632965085396,22.9829655307629,100.173999593626,14.1070410099884,1.91089342773789,0.439756608200637
15.0228855544556,15.0341544167911,300.438774986844,30.5907086303571,0.602893392371106,0.0948812351834305
15.0302372889608,14.9940034262174,199.630803372378,19.8050667725781,1.02709334170938,0.252221300801845
14.9134671639797,14.9607082765013,100.472083603002,100.146636769859,0.830940443443947,0.277438208971568
17.9987289757009,23.0229067931269,99.8211453223036,24.1660298327979,1.05162773042687,0.310864840990043
29.9829967903053,15.0057945506792,299.937239564014,50.2537506122126,0.446676655592111,0.101706183878904
28.8526821641141,25.0192995682298,101.588923617955,40.0281596898414,0.780624788894779,0.351458657971583
30.0575737659319,20.0393912571847,99.7341096701199,69.7584936260427,0.742744678062474,0.0995286275970625
15.0450939281163,15.0473064281223,100.348405293001,40.4029793419632,0.969288314519869,0.522018157905789
21.9550066980359,17.9796285604275,99.8260576034045,36.2146698478961,1.37312758217488,0.366965290292506
22.0044760788562,18.0178995951382,99.7394451947832,48.0599068313987,1.18964534265063,0.352609987728557
19.8961576609111,19.9791795977921,100.868597495138,20.3476128649667,1.42561680069532,0.434264006252203
30.0309857758532,15.0270483352301,99.8363456300107,49.8277261850037,0.809768218521395,0.254530260421129
14.9777146526061,14.9833550082288,199.141034381995,79.8430378686158,0.576345228420081,0.142899166059371
14.9822101870731,15.06099064925,299.251802635403,70.0729978751933,0.541962570409566,0.0714385260696729
21.9724686172057,17.9269288424351,100.710900259923,42.2815737180102,1.53610961018346,0.408365136097959
15.0149785610395,20.0167117289433,199.951941194232,20.1868891001164,0.696314070412671,0.109121838297227
14.0748169669219,17.0052040690265,200.504672650593,20.3192740047982,1.09760764613624,0.199208249673128
30.0006296470602,20.0415759278478,99.6048055809407,60.0723270354409,1.09310838777689,0.307716756937787
15.0002375532959,19.9731635508622,100.859416501282,99.7759034728168,0.9810783303611,0.320700032914177
14.9684935769245,15.0030039798953,99.5429903594412,20.2315179638084,1.97557368657478,1.09317662016824
15.1226270400764,19.9993415507898,99.9904197982467,19.8458346944884,1.4361524640571,0.394142942607139
15.0395314579587,14.9676250721092,98.5881412763493,30.0227041659836,1.31613275336983,0.99144453453022
15.0474741830028,14.9928489844386,199.857230162823,69.8709527005404,0.737008117793202,0.204437902401537
18.0902568888233,22.9697734911555,99.3651497093056,15.9080547163578,1.53622029882238,0.24664921521164
14.9548531463994,14.9626450802022,199.085394332197,49.8286319598284,0.889956274368539,0.160439666835899
21.9449241323873,18.0385300682772,99.9316496317262,18.4002195118472,2.56891865952481,0.664334715684417
15.0111587775385,20.0188096602121,199.481147454178,30.4720864297372,0.871554855923755,0.266772677007609
29.9603702391177,15.065815541226,99.865563393189,59.9115048224983,0.958386721443874,0.248918100448447
18.0319200394956,23.0029281965497,99.2530710107303,19.7817972284752,1.28593435613144,0.37449647626272
26.0039954405517,25.0147453144714,300.960243282007,20.6147747672378,0.59607941179269,0.0403602527654239
14.9765403706347,20.0280184022922,101.069827236502,79.2256986985328,0.989116020979642,0.274097190584427
14.9458305180271,16.0280890752321,99.602598479965,19.9952814416296,1.37308024139441,0.445376140341505
27.9941412752922,15.0093827232327,99.6071610256075,15.7956232788072,2.26682246844802,0.622406696364466
25.9731165967314,24.991994174006,300.37760215655,34.9725647783363,0.51524312121526,0.00576766243155075
30.0575319147957,15.0128679543068,200.330212434395,29.9593458743196,0.821026349519091,0.353951720086367
14.0378381526249,16.9566377380026,199.825857090217,99.9138336609799,0.585291033614697,0.123309433027212
29.8995662126361,15.0022303308607,200.749516848793,39.8813285219849,0.774240021537857,0.249251869208074
19.8801523678791,19.9492425931055,200.479713063915,49.9102609532985,0.569885007507849,0.0851246759190646
14.8981267885802,20.0030588597537,100.578312622636,49.7716919131652,1.17779552348499,0.374593969102861
30.0124599594803,20.0283581407063,100.694655636778,19.9157089239398,1.09862069905568,0.277965118727835
14.8999224135698,19.9687013619115,201.1967209116,59.3355227674556,0.779895622934212,0.164335358074733
20.0932335601503,19.9957884927599,100.3346571935,39.7074776252248,1.23541670615407,0.598800016766702
29.8976274017525,14.9849865719596,300.120838057341,19.8117503952424,0.549506778554871,0.0501348150209415
15.0066808094736,15.9898168542163,99.7693734808784,16.2323647266238,2.18342793819893,0.471899987729083
30.0639531803509,19.9674975978796,100.226720519666,90.2848167109418,0.70772612140665,0.157342674816454
15.076230845226,19.9826647310806,199.320287409131,69.6652361963692,0.616055482425597,0.0705517847154679
14.0037563558432,16.9886368831524,200.052313645262,39.8100244594718,0.856151416748095,0.264928045094853
10.1034065866829,24.9753429335498,200.23041961082,24.5791970430798,0.776120936584171,0.175452450004122
17.9165727460647,22.9497837266599,100.281825093991,22.1966364736311,0.987718719655289,0.182920902628037
15.0066140324118,14.9829092302851,100.008642919231,89.9341317477768,1.21119515784513,0.350432754292989
14.8952503636708,14.9934148179039,301.134061508242,79.7485697386883,0.494723213331275,0.0941593820307529
15.0995778382836,15.0212252470339,299.572391909712,20.0750589775111,0.755316929119656,0.129008621071397
15.032504198023,15.004234080504,201.821900720399,60.4295220315932,0.624636675843567,0.125140574639633
30.0654789815433,15.0374475408775,99.360166740094,70.2004647131404,1.23147884013306,0.286382329207109
